145538,121,1,120,1,66,53,4,0,10,0,54,1,0,19,0,0,0,0,0,0,0,0,,,
46360,26,1,25,1,24,43,40,40,40,0,46,1,0,0,0,0,0,0,0,0,0,0,,,
179979,29,1,28,1,27,26,5,0,6,0,66,1,0,0,0,0,0,0,0,0,0,0,,,
168336,60,1,59,1,27,280,7,0,14,1,70,1,0,5,5,0,9,1,8,1,0,0,2006-12-31,,
233817,2,2,0,1,5,4,1,1,1,0,66,1,0,0,0,0,0,0,0,0,0,0,,,
187633,7,1,6,1,3,94,4,0,5,0,70,1,0,0,0,0,0,0,0,0,0,0,,,
58720,8,6,2,1,9,9,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,,,
46069,4,2,2,1,17,12,1,0,1,0,34,1,0,0,0,0,0,0,0,0,0,0,,,
184727,113,3,110,1,22,2030,40,0,48,0,46,1,0,0,0,0,102,1,48,0,3,0,,2016-06-07,
52491,433,1,432,1,277,209,3,0,5,1,90,1,0,0,84,0,2,1,1,1,0,0,2004-11-10,,
192986,15,1,14,1,10,111,9,1,14,0,34,1,0,0,0,0,0,0,0,0,0,0,,,
66024,22,9,13,1,20,14,1,1,1,0,54,1,0,0,8,0,0,0,0,0,0,0,,,
142526,105,65,40,1,67,897,45,0,100,0,38,1,0,0,0,0,0,0,0,0,0,0,,,
77766,46,10,36,1,37,42,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,,,
43680,104,15,89,1,53,55,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,,,
108829,6,2,4,1,11,19,1,0,1,0,66,1,0,0,0,0,0,0,0,0,0,0,,,
31391,93,44,49,1,54,59,1,0,1,0,54,1,0,0,2,0,0,0,0,0,0,0,,,
123363,5,1,4,1,10,4,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,,,
24360,199,79,120,1,133,23,5,0,34,0,50,1,0,0,0,0,0,0,0,0,0,0,,,
19176,66,4,62,1,38,518,8,0,13,0,54,1,0,0,0,0,15,1,13,4,0,0,2014-11-21,,
151481,33,16,17,1,31,354,17,0,42,0,50,1,0,0,0,0,1,1,0,16,0,0,2001-01-09,,
167891,13,2,11,1,19,8,0,0,0,0,98,1,0,0,0,0,0,0,0,0,0,0,,,
47234,8,2,6,1,13,21,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,,,
60985,119,19,100,1,95,111,3,3,3,0,62,1,0,0,0,0,0,0,0,0,0,0,,,
107361,199,6,193,1,107,75,1,1,1,0,62,1,0,0,0,0,0,0,0,0,0,0,,,
163624,34,3,31,1,33,75,16,16,16,0,26,1,0,0,0,0,0,0,0,0,0,0,,,
21328,19,1,18,1,15,183,5,4,5,0,61,1,0,0,0,0,2,1,1,1,0,0,2015-01-15,,
90604,159,1,158,1,101,254,8,0,15,0,89,1,0,0,3,0,0,0,0,0,0,0,,,
31888,4,3,1,1,7,11,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,,,
36847,92,8,84,1,28,186,7,0,9,0,61,1,0,2,2,0,0,0,0,0,0,0,,,
7008,225,49,176,1,139,624,8,0,18,1,89,1,0,0,0,0,14,1,6,49,0,0,2001-07-30,,
120033,137,18,119,1,52,13,4,0,5,0,85,1,0,0,0,0,0,0,0,0,0,0,,,
9816,11,2,9,1,26,24,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,,,
209005,2,1,1,1,2,6,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,,,
93359,6,6,0,1,6,10,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,,,
210519,6,1,5,1,5,188,13,0,25,0,21,1,0,0,0,0,0,0,0,0,0,0,,,
92366,2,1,1,1,1,8,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,,,
219545,18,3,15,1,15,4,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,,,
138841,34,15,19,1,35,172,12,1,13,0,29,1,0,0,0,0,0,0,0,0,0,0,,,
173834,42,2,40,1,38,21,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,,,
138770,23,10,13,1,15,203,10,0,18,0,41,1,0,0,0,0,0,0,0,0,0,0,,,
30066,3,3,0,1,6,3,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,,,
13756,1,1,0,1,1,2,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,,,
160926,191,1,190,1,122,110,1,0,1,0,85,1,0,0,18,0,1,1,0,1,0,0,2008-09-29,,
211636,121,12,109,1,106,32,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,,,
27257,1,1,0,1,3,2,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,,,
35628,8,1,7,1,8,122,13,0,17,0,57,1,0,0,0,0,5,1,2,0,1,0,,2001-11-20,
36834,220,1,219,1,165,215,7,0,27,0,49,1,0,0,0,0,0,0,0,0,0,0,,,
204735,86,3,83,1,61,34,5,0,5,0,69,1,0,0,0,0,0,0,0,0,0,0,,,
190218,229,1,228,1,145,1508,25,0,88,0,61,1,0,7,0,0,0,0,0,0,0,0,,,
230484,325,1,324,1,250,4304,55,0,128,0,92,1,0,0,10,0,379,1,1359,1,0,0,2002-06-24,,
138521,76,55,21,1,78,99,3,0,5,0,72,1,0,0,0,0,0,0,0,0,0,0,,,
31526,56,23,33,1,54,60,0,0,0,0,56,1,0,0,10,0,0,0,0,0,0,0,,,
4028,2,1,1,1,6,4,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,0,,,
68607,630,1,629,1,329,443,5,0,14,0,76,1,0,6,58,0,0,0,0,0,0,0,,,
237053,116,22,94,1,61,48,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,,,
159597,5,1,4,1,5,91,2,0,3,0,36,1,0,0,0,0,0,0,0,0,0,0,,,
581,22,7,15,1,18,107,5,0,6,0,48,1,0,0,0,0,0,0,0,0,0,0,,,
79523,70,1,69,1,36,37,19,0,26,0,40,1,0,0,0,0,0,0,0,0,0,0,,,
60157,389,2,387,1,519,661,27,0,58,0,36,1,0,0,0,0,0,0,0,0,0,0,,,
68679,9,3,6,1,4,4,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,,,
213381,31,6,25,1,13,19,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,,,
107627,307,13,294,1,155,672,30,0,46,0,76,1,0,0,8,0,13,1,12,13,0,0,2016-09-14,,
199524,7,2,5,1,8,13,1,0,1,0,52,1,0,0,0,0,0,0,0,0,0,0,,,
169446,3,3,0,1,5,3,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,,,
159139,6,2,4,1,7,11,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,,,
36970,19,12,7,1,16,126,13,11,14,0,52,1,0,0,0,0,0,0,0,0,0,0,,,
95865,6,6,0,1,6,5,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,,,
53384,22,11,11,1,23,98,5,0,11,0,24,1,0,0,0,0,0,0,0,0,0,0,,,
60312,13,2,11,1,14,140,7,0,15,0,20,1,0,0,0,0,0,0,0,0,0,0,,,
164549,555,3,552,1,266,138,2,2,2,0,56,1,0,0,0,0,0,0,0,0,0,0,,,
205450,118,11,107,1,81,142,5,0,16,0,52,1,0,0,8,0,0,0,0,0,0,0,,,
224911,17,1,16,1,14,12,10,10,10,0,68,1,0,0,0,0,0,0,0,0,0,0,,,
214135,754,91,663,1,384,555,5,0,12,0,96,1,0,13,27,37,0,0,0,0,0,0,,,
150289,13,5,8,1,6,10,0,0,0,0,72,1,0,0,0,3,0,0,0,0,0,0,,,
206078,10,1,9,1,11,3,5,0,6,0,72,1,0,0,0,0,0,0,0,0,0,0,,,
2622,264,20,244,1,115,126,7,0,12,0,72,1,0,0,0,0,0,0,0,0,0,0,,,
148134,50,1,49,1,46,5,13,0,17,0,60,1,0,0,0,0,0,0,0,0,0,0,,,
129567,65,28,37,1,31,498,19,2,20,0,80,1,0,0,0,0,11,1,9,28,0,0,2003-04-04,,
35052,2,2,0,1,3,2,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,,,
37446,182,12,170,1,70,901,13,1,26,0,28,1,0,0,1,0,8,1,3,0,12,0,,2011-01-03,
166930,77,38,39,1,42,41,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,,,
183810,19,19,0,1,21,22,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,,,
153446,15,7,8,1,19,21,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,,,
146324,201,9,192,1,74,87,5,0,6,0,79,1,0,18,36,0,1,1,0,0,9,0,,2001-12-17,
167740,337,63,274,1,127,658,33,0,92,0,55,1,0,0,13,0,0,0,0,0,0,0,,,
33814,5,1,4,1,6,8,1,0,1,0,43,1,0,0,0,0,0,0,0,0,0,0,,,
191179,58,4,54,1,52,214,14,0,29,1,91,1,0,1,0,0,3,1,1,4,0,0,1999-02-14,,
42003,24,1,23,1,25,40,1,0,3,0,43,1,0,0,0,0,0,0,0,0,0,0,,,
241047,75,74,1,1,71,63,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,,,
22075,31,2,29,1,16,6,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,,,
138548,92,61,31,1,96,81,0,0,0,0,87,1,0,18,0,0,0,0,0,0,0,0,,,
142581,7,1,6,1,16,24,1,1,1,0,51,1,0,0,3,0,0,0,0,0,0,0,,,
163762,205,12,193,1,44,456,29,1,35,0,55,1,0,0,0,0,0,0,0,0,0,0,,,
87385,1,1,0,1,3,2,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,,,
186207,356,1,355,1,198,670,16,0,59,1,83,1,0,17,2,0,0,0,0,0,0,0,,,
20590,290,13,277,1,302,192,2,0,5,0,47,1,0,0,0,0,0,0,0,0,0,0,,,
