LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)
0.9920724801812004
[[-3.22348936e-01 -6.46118991e-01  3.23770055e-01 -7.98887676e-01
  -3.08619244e-03  1.56632887e-03 -3.06472823e-04 -5.59737719e-02
   1.30796357e-06  2.40636689e-02 -4.63880242e-02 -4.08359091e-01
  -3.90528585e-01  1.37687715e-02  1.20749951e-02 -4.89647871e-03
   3.70693467e+00  4.56963624e-01  1.91365721e+00  2.64136134e+00
   3.60081232e-01]]
===== Logistic Regression (Train:Test = 7:3) =====
-3.22E-01 	-0.3223489361456865 	x_occurrence
-6.46E-01 	-0.6461189913675602 	x_psychiatric
3.24E-01 	0.32377005522163815 	xn_psychiatric
-7.99E-01 	-0.7988876762642264 	is_psychiatric
-3.09E-03 	-0.003086192444214266 	x_visit
1.57E-03 	0.00156632886596409 	x_procedure
-3.06E-04 	-0.0003064728230715981 	avg_occu_duration
-5.60E-02 	-0.05597377194337388 	min_occu_duration
1.31E-06 	1.3079635697733213e-06 	max_occu_duration
2.41E-02 	0.024063668935653686 	is_death
-4.64E-02 	-0.04638802416863713 	x_age
-4.08E-01 	-0.40835909110356505 	is_sex_male
-3.91E-01 	-0.39052858516066596 	is_sex_female
1.38E-02 	0.01376877150974636 	x_mellitus
1.21E-02 	0.012074995133811769 	x_hypertension
-4.90E-03 	-0.004896478710041528 	x_alz
3.71E+00 	3.7069346741395677 	x_critical
4.57E-01 	0.45696362352639375 	is_critical
1.91E+00 	1.9136572065975421 	x_crit_duration
2.64E+00 	2.6413613414408332 	x_crit0_psychiatric
3.60E-01 	0.3600812320776761 	x_crit1_psychiatric
